Key,1125,1141,1151,1152,1153,2111,2121,2122,2123,2131,2211,2221,2222,2361,2362,2371,2372,2373,2379,2381,2382,2383,2389,3111,3112,3113,3114,3115,3116,3117,3118,3119,3121,3122,3131,3132,3133,3141,3149,3151,3152,3159,3161,3162,3169,3211,3212,3219,3221,3222,3231,3241,3251,3252,3253,3254,3255,3256,3259,3261,3262,3271,3272,3273,3274,3279,3311,3312,3313,3314,3315,3321,3322,3323,3324,3325,3326,3327,3328,3329,3331,3332,3333,3334,3335,3336,3339,3341,3342,3343,3344,3345,3346,3351,3352,3353,3359,3361,3362,3363,3364,3365,3366,3369,3371,3372,3379,3391,3399,4311,4312,4321,4331,4332,4333,4334,4335,4341,4342,4343,4351,4352,4353,4354,4361,4371,4372,4611,4612,4621,4622,4631,4632,4633,4641,4651,4652,4653,4659,4661,4662,4663,4664,4671,4681,4682,4683,4684,4691,4811,4812,4821,4831,4832,4841,4842,4851,4852,4853,4854,4855,4859,4861,4862,4869,4871,4872,4879,4881,4882,4883,4884,4885,4889,4911,4921,4922,4931,5111,5112,5121,5122,5151,5152,5171,5172,5174,5179,5182,5191,5211,5221,5222,5223,5224,5225,5231,5232,5239,5241,5242,5311,5312,5313,5321,5322,5323,5324,5331,5411,5412,5413,5414,5415,5416,5417,5418,5419,5511,5611,5612,5613,5614,5615,5616,5617,5619,5621,6111,6112,6113,6114,6115,6116,6117,6211,6212,6213,6214,6215,6216,6219,6221,6222,6223,6231,6232,6233,6239,6241,6242,6243,6244,7111,7112,7113,7114,7115,7121,7131,7132,7139,7211,7212,7213,7223,7224,7225,8111,8112,8113,8114,8121,8122,8123,8124,8129,8131,8132,9311,9312,9313,9314,9315,9316,9317,9318,9321
1001,2,3,11,1,0,0,0,0,5,0,17,20,0,96,111,12,38,20,8,15,48,15,6,11,7,21,16,177,12,0,718,56,143,0,5,3,1,78,57,19,314,15,1,7,22,0,0,223,0,35,248,2,0,0,0,5,3,23,0,47,6,23,13,20,14,17,2,1,0,0,2,1,15,545,6,2,10,157,6,12,7,4,6,3,2,0,14,0,1,0,4,3,0,3,0,2,6,3,10,20,0,0,0,2,221,27,4,38,119,389,77,88,35,20,16,27,12,65,499,141,33,60,117,128,61,0,1,6038,383,488,17,236,1895,328,648,313,276,1173,697,317,365,266,405,1013,185,443,27,167,11,2,0,0,0,0,59,27,26,46,2,12,11,1,0,0,0,6,0,0,6,0,0,16,27,0,0,39,2,5,16,1,9,1,8,2,36,8,0,19,8,20,0,220,3,45,115,4,18,0,1,23,82,361,151,79,23,188,0,61,1,457,266,93,55,41,71,6,100,201,3,48,8,52,714,185,56,33,17,10,719,3,49,7,54,255,17,856,639,293,12,109,2,8,41,2,7,0,7,9,12,184,17,11,191,11,1,23,0,8,9,158,42,249,95,2,12,30,219,5375,2071,269,214,1091,1943,328,36,227,52,71,418,1,127,33,56,21,115,1,1,0
1002,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,10,0,1,0,0,0,0,0,0,158,22,7,0,5,30,7,15,2,2,25,10,8,6,8,1,15,2,5,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,6,3,0,1,1,0,0,5,0,0,0,0,1,0,3,1,0,2,0,0,1,0,0,2,3,0,5,1,0,0,0,5,96,29,1,2,14,23,0,4,1,0,1,13,0,6,2,1,0,3,0,0,0
1003,4,3,1,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,2,17,1,0,58,6,10,0,0,0,0,0,9,0,11,3,0,3,3,0,0,14,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,1,0,1,7,5,5,0,0,1,0,0,0,8,15,6,3,0,0,0,2,0,0,365,36,16,0,26,137,32,25,18,14,27,32,23,12,15,15,59,6,21,1,11,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,2,0,0,0,11,0,2,2,0,5,0,0,0,1,11,0,0,0,6,0,1,0,15,6,1,1,0,0,0,3,10,0,1,0,0,37,4,0,0,1,0,32,0,0,0,2,8,0,23,17,3,0,4,0,0,6,0,0,0,0,1,1,8,1,0,4,2,0,4,0,0,0,14,2,15,9,1,1,0,18,247,98,9,3,33,68,4,5,13,1,3,22,0,13,3,4,1,7,1,0,0
1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,80,9,7,0,3,13,6,5,1,1,11,12,2,0,3,1,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,2,0,1,3,1,0,2,0,0,2,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,2,0,4,1,0,0,0,3,40,14,0,0,5,9,0,1,0,0,1,4,0,4,2,1,0,5,1,0,0
1005,0,1,0,0,0,0,0,0,1,0,1,0,0,12,4,0,0,3,1,1,3,1,0,3,0,2,4,35,10,0,75,11,17,0,3,4,2,5,2,3,29,1,0,2,3,0,0,36,2,17,10,0,0,1,1,1,1,4,2,8,0,12,1,11,0,7,0,0,0,0,0,0,2,78,2,1,1,20,7,7,1,3,2,1,0,1,2,1,0,0,1,0,0,0,1,0,0,0,2,10,0,0,0,2,104,7,0,0,8,33,3,1,0,1,0,2,0,32,69,24,8,5,4,8,9,0,0,715,65,92,0,18,165,23,57,16,18,106,60,47,14,16,30,117,10,28,1,31,0,1,0,1,0,0,21,13,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,3,0,17,0,5,4,0,2,0,0,1,1,53,3,7,0,9,0,3,0,11,3,5,3,2,3,1,4,12,0,3,0,2,67,4,1,3,2,0,121,0,0,1,2,18,0,33,19,10,0,9,0,0,3,0,0,0,0,0,0,29,0,1,22,3,0,2,0,0,0,37,0,25,7,1,2,1,23,501,157,16,15,104,156,20,4,6,6,4,43,0,22,7,8,1,15,1,0,0
1006,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,47,3,6,0,0,0,0,1,1,0,9,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,3,0,0,0,0,1,0,14,8,7,0,1,1,2,1,0,0,315,51,13,0,15,92,22,22,11,17,49,33,15,7,12,18,34,0,13,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,6,0,2,5,0,2,0,0,0,1,24,2,3,0,10,1,1,0,10,2,0,0,0,0,0,1,6,0,0,0,0,36,2,2,0,0,0,40,0,0,0,1,4,0,18,16,9,0,3,0,0,3,0,0,0,0,1,0,12,0,1,7,2,0,1,0,1,1,14,0,12,3,0,1,0,11,217,87,8,5,45,66,7,6,1,0,4,18,0,14,3,6,2,5,0,0,0
1007,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,0,60,2,7,0,0,0,0,4,0,0,8,1,0,0,4,0,0,9,0,4,6,0,0,0,0,2,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,30,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,5,4,0,0,0,0,0,0,16,10,4,0,0,0,1,1,0,0,346,73,23,2,16,154,22,28,13,20,58,41,28,12,11,13,48,0,14,0,16,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,2,3,0,3,0,0,0,0,20,0,0,0,10,0,1,0,15,2,0,2,0,1,0,2,9,0,0,0,0,44,5,0,0,0,0,52,0,0,0,3,10,0,22,15,8,0,8,0,1,6,0,1,0,0,0,0,19,2,0,2,0,0,2,0,0,1,21,0,13,2,0,0,0,12,242,71,6,3,59,74,4,4,5,0,6,17,0,8,2,6,2,6,0,0,0
1008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,62,11,2,0,5,14,5,3,0,1,7,19,2,0,2,1,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,0,1,56,9,1,0,2,7,1,1,0,0,1,2,0,2,2,1,1,2,0,0,0
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,101,20,0,0,1,13,3,5,0,2,13,3,7,0,1,0,8,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,14,0,1,0,0,1,0,1,3,1,0,1,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,3,52,12,0,0,5,7,1,2,0,0,2,10,0,4,0,1,0,5,0,0,0
