Key,112,114,115,211,212,213,221,222,236,237,238,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,431,432,433,434,435,436,437,461,462,463,464,465,466,467,468,469,481,482,483,484,485,486,487,488,491,492,493,511,512,515,517,518,519,521,522,523,524,531,532,533,541,551,561,562,611,621,622,623,624,711,712,713,721,722,811,812,813,931,932
3009,0,42,2,0,2,0,1,2,2,2,0,21,9,0,0,7,0,5,1,4,0,0,0,3,0,10,0,0,0,0,5,0,10,0,1,13,0,1,0,97,29,50,9,49,29,20,17,0,1,0,0,4,1,0,3,5,1,2,0,1,0,0,3,1,1,0,9,0,0,12,12,0,24,0,14,0,23,16,2,1,15,2,1,6,37,109,76,44,22,49,0
4001,1,111,1,0,0,0,1,4,0,0,0,121,18,309,350,64,3,20,4,3,0,0,0,4,0,35,0,0,0,0,20,13,8,0,1,33,0,0,0,682,19,109,23,108,53,36,17,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,8,0,4,0,31,0,0,30,18,0,14,0,49,1,95,51,3,1,30,7,0,30,27,264,149,69,113,53,0
4002,3,80,2,0,5,0,6,17,105,83,30,372,41,3,19,124,1,40,14,65,3,5,6,12,0,204,1,0,1,2,45,36,112,2,21,174,77,15,1,3134,156,677,188,709,305,222,218,6,3,2,0,16,25,0,3,16,0,15,5,11,6,17,23,0,13,0,147,0,43,160,123,0,354,3,290,5,408,475,22,10,148,24,11,127,103,1766,996,673,512,340,0
4003,18,93,6,2,1,6,3,13,35,43,17,204,42,0,16,42,0,44,5,35,3,4,0,14,1,179,3,2,2,1,49,74,49,6,13,153,83,8,0,2529,143,530,133,582,221,195,158,2,3,0,3,16,14,0,2,42,0,11,3,6,2,3,35,0,9,0,116,1,27,94,79,0,251,1,269,7,287,233,25,4,74,15,3,130,194,1460,812,582,312,147,0
4004,8,163,1,0,0,0,2,0,1,3,1,120,19,0,5,23,1,8,3,3,1,0,0,2,0,35,0,0,0,1,10,1,20,0,2,23,7,0,0,1084,36,213,33,168,54,48,40,0,0,0,0,5,4,0,0,3,0,2,0,1,1,3,13,0,7,0,29,0,0,19,14,0,23,0,54,1,115,59,4,3,42,1,1,25,31,434,210,86,169,85,0
4005,0,0,0,0,0,0,0,0,0,0,0,53,7,0,24,18,0,9,0,0,0,0,0,0,0,9,0,0,0,0,4,1,9,0,1,9,0,0,0,385,9,67,14,43,25,14,10,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,6,0,3,0,16,0,0,6,6,0,10,0,26,0,44,16,3,1,14,1,1,9,5,134,61,32,35,53,0
4006,1,0,0,0,0,0,1,1,0,0,0,56,5,0,5,7,0,7,1,1,0,0,0,0,0,12,0,0,0,0,1,0,12,0,0,31,0,0,0,259,8,50,11,34,16,12,15,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,6,0,3,0,13,0,1,1,6,0,4,0,18,0,31,16,5,2,10,1,1,6,8,124,37,22,34,43,0
4007,1,20,0,0,0,0,1,0,0,0,0,18,2,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,7,0,0,0,69,3,11,7,14,6,2,3,0,0,0,0,0,2,0,0,0,1,0,3,1,0,1,2,0,1,0,1,0,0,1,1,0,2,0,3,0,10,4,2,0,4,1,0,2,7,49,17,13,13,35,0
4008,0,0,0,0,0,0,0,0,1,0,0,33,3,0,18,15,0,7,1,0,0,0,0,2,0,4,0,0,0,0,0,3,3,0,0,6,0,0,0,106,4,17,5,14,7,6,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,6,0,0,3,2,0,5,0,3,0,13,7,0,0,10,3,0,6,2,54,12,11,20,44,0
4009,1,26,0,0,2,0,2,5,1,4,0,79,8,0,2,34,1,19,5,6,1,0,0,4,0,42,0,0,0,0,26,4,23,4,3,62,6,1,0,598,57,157,27,124,66,46,31,3,0,0,0,1,2,0,0,8,0,1,1,1,0,2,8,0,1,0,27,0,1,5,9,0,31,0,51,0,57,49,3,2,33,7,0,17,22,286,183,84,101,73,0
4010,0,0,1,0,0,0,1,2,1,0,0,19,2,0,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,16,0,0,0,112,3,40,6,27,13,4,7,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,0,2,0,5,0,0,0,1,0,3,0,11,0,17,9,1,1,6,2,0,2,19,79,38,13,34,41,0
4011,0,11,1,0,0,0,1,1,0,0,2,25,6,0,1,7,0,5,0,2,0,0,0,3,0,10,0,0,0,0,7,1,10,2,1,21,2,3,0,198,15,89,16,27,39,16,15,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,4,0,1,0,12,0,0,1,3,0,13,0,13,0,19,23,2,0,12,5,0,4,14,118,61,21,37,31,0
5001,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,2,2,3,5,5,0
5002,0,1,1,0,0,0,1,2,5,2,5,91,17,0,4,19,6,6,8,16,0,0,2,16,1,52,2,5,7,19,20,11,17,1,0,40,10,0,1,1118,70,127,67,170,121,88,95,1,0,0,0,15,20,0,2,19,0,2,0,2,3,4,9,0,3,0,58,15,9,31,31,0,96,0,103,2,160,123,11,4,30,5,1,32,23,369,475,249,283,117,0
5003,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,5,2,1,0,4,0,0,0,5,0,13,0,0,0,0,3,1,5,0,2,18,1,0,0,171,21,28,12,24,67,14,17,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,3,0,3,0,14,7,1,11,5,0,19,0,8,0,38,34,1,1,2,4,0,8,5,67,99,40,49,33,0
5004,0,0,0,0,1,0,0,0,0,0,0,17,3,0,0,1,0,5,2,0,0,1,5,3,0,10,0,0,0,5,1,1,0,0,0,9,1,1,0,95,9,6,6,16,6,8,17,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,11,8,0,3,0,5,0,37,10,1,1,6,1,0,2,1,36,28,21,14,77,0
5005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,5,1,2,1,0,1,1,0,2,6,6,1,6,5,0
5006,0,0,1,0,2,0,1,1,0,1,1,37,8,0,1,4,1,3,2,1,0,0,0,14,0,19,0,0,0,2,4,0,1,0,0,24,1,0,0,237,15,39,10,41,30,19,24,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,1,11,4,0,6,0,12,0,33,15,1,1,6,0,0,6,2,57,71,52,49,20,0
5007,0,0,3,0,2,0,1,0,0,0,1,19,3,0,0,3,1,3,2,0,0,2,0,9,0,8,0,0,0,0,1,1,1,0,0,10,0,0,0,100,14,27,8,20,20,10,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,5,3,0,8,0,10,0,19,6,3,0,5,3,1,4,9,38,42,21,20,44,0
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,3,3,0
5009,0,0,1,0,0,0,1,2,0,1,1,58,7,1,1,4,1,4,0,7,0,0,0,2,0,28,1,0,0,3,8,4,13,1,1,38,4,1,0,451,48,96,46,97,100,51,41,0,0,0,0,0,5,0,0,0,0,0,5,1,0,1,5,0,1,0,19,0,2,20,6,0,15,0,37,0,47,47,5,0,20,4,1,11,15,197,192,105,78,28,0
5010,0,0,0,0,0,2,0,0,9,2,6,121,24,0,1,8,0,4,4,5,1,1,0,10,5,56,4,0,0,12,10,2,30,0,3,59,8,3,0,637,38,74,29,112,121,66,58,0,1,1,0,3,7,0,0,5,0,1,1,0,1,0,5,0,4,0,22,1,0,41,19,0,31,0,16,1,68,35,5,1,16,5,0,31,9,202,203,122,103,36,0
5011,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,8,0,0,0,88,2,13,6,13,7,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,1,0,3,0,9,4,1,0,2,0,0,0,3,16,18,10,11,13,0
5012,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,3,4,2,5,10,0
5013,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,1,0,0,0,5,5,2,8,13,0
5014,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,3,0,0,3,0,0,0,61,10,2,1,5,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,1,0,12,5,1,0,3,0,0,0,0,23,16,4,24,9,0
5015,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,3,6,0,3,1,0
5016,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,2,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,2,0,1,0,5,2,4,9,21,0
5017,0,0,1,0,2,0,0,4,1,0,1,97,14,0,1,7,2,8,2,8,0,0,0,12,3,49,2,0,0,2,13,4,6,0,1,55,1,0,0,832,41,137,45,175,68,57,51,0,0,0,0,1,11,0,1,2,0,0,1,1,0,0,5,0,6,0,25,0,0,37,14,0,24,0,55,0,108,65,6,4,34,4,2,25,6,339,253,121,114,56,0
5018,0,0,2,0,10,1,3,5,40,21,35,461,82,0,5,41,2,24,11,61,0,8,3,57,6,210,7,3,1,5,30,14,68,3,18,209,53,10,2,1713,198,468,160,408,284,247,238,5,0,0,0,75,27,0,0,5,1,12,2,4,2,14,13,2,8,0,102,6,33,132,104,0,301,1,141,6,304,344,18,5,70,14,4,95,29,735,781,500,301,109,0
5019,0,0,0,0,0,0,0,0,1,2,0,9,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,0,0,1,2,0,0,0,1,9,0,0,0,63,13,8,3,7,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,2,5,0,3,0,5,1,13,6,0,0,0,0,0,5,4,27,30,9,13,12,0
5020,0,0,1,0,17,0,3,1,0,3,1,70,9,0,1,3,4,6,5,4,0,0,0,13,0,33,1,0,1,2,14,1,1,0,0,37,1,1,0,696,52,129,18,89,65,32,45,0,0,0,0,30,8,0,0,1,0,2,0,0,0,0,9,0,5,0,25,5,1,29,15,0,38,0,32,0,93,43,7,3,14,3,2,25,12,193,184,105,125,80,0
5021,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,2,0,4,1,0,0,58,4,4,2,10,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,6,0,0,0,3,0,11,5,1,0,3,0,0,0,0,9,14,11,8,5,0
5022,0,0,0,0,2,0,1,3,1,2,0,19,8,0,0,0,0,1,2,2,0,0,1,10,0,13,0,1,0,1,4,1,3,0,1,21,3,1,0,229,22,32,9,30,50,16,20,0,0,0,0,11,1,0,0,1,0,0,1,0,0,1,3,0,3,0,11,2,0,13,9,0,10,0,9,0,44,22,3,2,5,2,0,10,3,63,83,45,63,37,0
5023,0,0,0,0,11,1,1,0,0,0,1,11,1,0,0,1,1,2,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,97,1,12,4,9,6,5,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,2,0,0,3,1,0,0,0,3,0,18,3,5,0,0,1,1,0,2,25,14,10,14,13,0
5024,0,0,1,0,2,0,2,0,1,0,1,66,9,2,1,9,0,9,2,2,0,0,0,8,0,20,1,0,0,0,7,4,6,0,0,24,3,0,0,375,14,99,14,63,41,26,21,0,0,0,0,3,1,0,1,2,0,1,0,0,0,4,3,0,1,0,15,0,2,20,8,0,22,0,18,0,68,29,7,2,17,3,0,24,24,102,114,62,51,34,0
5025,0,0,3,0,2,0,4,4,22,4,11,121,9,0,9,13,0,15,33,29,2,0,6,29,0,109,3,6,7,14,28,19,25,2,7,81,26,10,2,824,194,181,93,237,309,106,174,2,0,3,0,25,16,0,0,55,1,7,1,4,4,9,12,0,5,0,64,45,17,77,43,0,170,1,113,2,195,326,14,5,35,5,0,51,24,588,619,400,299,106,0
5026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,4,2,0
5027,0,0,0,0,3,0,1,1,6,6,6,76,5,2,3,6,1,8,8,6,1,13,17,14,13,84,12,2,4,33,8,4,9,1,2,65,24,5,1,519,76,125,27,117,97,49,43,0,6,0,0,13,6,0,0,22,0,0,0,2,1,0,6,0,8,0,51,1,2,35,26,0,45,0,67,4,107,40,5,1,17,4,0,19,11,276,196,134,57,45,0
5028,0,0,1,0,44,0,1,2,14,4,3,69,9,0,3,9,0,10,4,10,0,0,2,7,1,31,1,0,0,6,12,3,17,0,3,50,17,6,0,491,52,116,18,106,90,42,77,0,0,0,0,9,3,0,0,0,1,5,0,1,1,5,9,0,6,0,29,1,9,27,13,0,66,0,26,1,81,56,8,1,10,3,1,21,15,231,242,129,99,95,0
5029,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,35,2,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,3,1,0,1,0,3,4,2,2,15,0
5030,0,0,13,0,13,0,4,10,112,50,62,922,47,3,24,96,2,103,41,185,1,31,44,168,13,598,26,5,6,37,151,55,169,19,42,441,183,25,4,4867,645,1136,428,1425,792,533,573,8,1,1,0,86,65,0,0,20,0,30,4,13,12,21,46,1,21,1,364,17,81,409,230,0,691,2,606,10,1065,1097,27,16,238,33,14,239,65,2162,2442,1695,699,372,0
5031,0,0,0,0,0,0,1,0,0,3,1,32,4,0,0,3,3,6,2,1,0,2,0,6,0,12,0,0,0,0,6,0,5,1,0,23,1,0,0,271,19,47,11,33,29,23,17,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,0,2,0,11,1,0,17,8,0,11,0,11,0,25,21,4,1,10,1,0,11,5,55,100,41,40,11,0
5032,0,0,0,0,4,0,1,0,3,1,4,50,5,0,2,3,0,5,0,10,1,0,0,12,0,30,0,0,0,0,4,2,2,1,0,17,2,0,1,303,45,71,18,67,87,23,28,0,0,0,0,8,2,0,0,0,0,0,0,0,1,2,7,1,3,0,20,1,4,17,8,0,34,0,18,0,69,48,6,3,11,3,0,17,5,157,145,79,104,56,0
5033,0,0,5,0,2,0,2,3,0,5,1,109,4,1,0,11,0,11,0,10,0,1,1,15,1,40,1,0,0,4,21,7,10,0,2,39,1,0,0,733,47,107,36,116,68,52,47,0,0,0,0,2,9,0,0,1,1,0,7,2,0,1,7,0,2,0,13,1,4,21,12,0,35,0,49,0,97,61,10,2,28,3,1,27,9,280,238,102,120,64,0
5034,0,0,0,0,15,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,66,1,11,2,13,7,2,9,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,3,0,8,2,1,0,2,1,1,4,6,15,8,11,9,11,0
5035,0,0,27,0,14,3,6,8,87,49,88,523,49,4,31,94,6,95,10,178,2,36,31,88,16,475,45,2,10,23,194,67,281,60,73,575,241,39,9,4547,566,788,584,1243,884,610,648,4,5,1,0,83,59,0,7,32,1,31,15,9,10,12,46,3,17,0,338,16,76,364,158,0,950,5,602,5,1006,1194,55,31,319,31,14,311,89,3417,2504,1415,590,277,0
5036,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,1,3,3,7,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,11,2,3,1,4,1,0,0,0,13,3,3,6,20,0
5037,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,1,0,0,0,0,1,0,7,0,0,0,0,1,2,1,0,0,6,0,0,0,51,11,9,1,4,7,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,1,0,2,0,3,0,11,4,1,0,2,0,1,0,1,19,21,12,17,8,0
5038,0,0,2,0,0,0,0,0,1,0,0,17,1,0,0,3,0,3,2,2,0,0,0,2,0,6,0,0,0,0,2,5,1,0,0,11,0,0,0,103,13,7,8,21,15,9,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,0,2,0,5,3,0,5,2,0,8,0,7,0,19,8,5,0,1,1,1,1,2,54,48,19,32,24,0
6001,0,4,5,0,1,0,2,0,3,1,0,60,6,1,0,1,1,4,2,1,0,4,0,12,0,11,0,0,0,0,4,6,15,0,0,20,0,0,0,268,40,73,16,54,32,16,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,3,0,11,0,0,11,3,0,10,0,18,0,46,19,2,1,17,3,1,6,33,196,99,46,58,33,0
6002,2,4,7,0,7,0,7,9,82,40,21,306,34,1,24,51,17,56,14,54,0,7,5,29,2,174,3,0,3,6,65,50,81,10,27,177,89,20,0,1289,174,614,221,487,376,203,232,5,2,1,0,22,26,0,0,9,0,19,4,8,8,11,32,0,15,0,124,13,44,148,80,0,381,1,220,0,326,570,18,18,142,28,8,98,60,1611,980,737,229,277,0
