Key,11,21,22,23,31,32,33,43,46,48,49,51,52,53,54,55,56,61,62,71,72,81,93
01001,4.0,6.0,45.0,438.0,1718.0,702.0,1333.0,1641.0,16173.0,270.0,69.0,145.0,556.0,919.0,1367.0,2.0,1168.0,1088.0,2420.0,534.0,5789.0,6688.0,360.0
01002,0.0,1.0,3.0,1.0,28.0,11.0,13.0,19.0,344.0,2.0,0.0,5.0,4.0,6.0,4.0,0.0,13.0,21.0,23.0,11.0,103.0,87.0,11.0
01003,6.0,7.0,2.0,3.0,132.0,23.0,49.0,40.0,909.0,6.0,1.0,8.0,23.0,18.0,37.0,0.0,42.0,39.0,68.0,41.0,277.0,257.0,28.0
01004,1.0,0.0,1.0,0.0,17.0,3.0,11.0,7.0,170.0,1.0,0.0,3.0,1.0,11.0,4.0,0.0,8.0,11.0,15.0,8.0,44.0,34.0,14.0
01005,1.0,1.0,2.0,32.0,221.0,124.0,276.0,206.0,1654.0,53.0,7.0,7.0,30.0,82.0,49.0,0.0,90.0,136.0,128.0,73.0,540.0,537.0,55.0
01006,1.0,1.0,3.0,5.0,81.0,22.0,34.0,37.0,760.0,3.0,1.0,5.0,17.0,42.0,20.0,0.0,40.0,44.0,76.0,31.0,234.0,248.0,32.0
01007,4.0,1.0,1.0,1.0,93.0,27.0,54.0,44.0,945.0,4.0,1.0,4.0,14.0,31.0,29.0,0.0,50.0,62.0,83.0,40.0,257.0,248.0,23.0
01008,1.0,0.0,2.0,0.0,13.0,9.0,12.0,5.0,147.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,7.0,2.0,62.0,24.0,8.0
01009,0.0,0.0,1.0,0.0,19.0,4.0,14.0,12.0,188.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,16.0,15.0,5.0,55.0,40.0,10.0
01010,1.0,0.0,3.0,0.0,16.0,3.0,8.0,5.0,149.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,7.0,11.0,12.0,4.0,43.0,39.0,14.0
01011,0.0,1.0,2.0,1.0,50.0,18.0,59.0,37.0,397.0,9.0,1.0,4.0,5.0,16.0,6.0,0.0,23.0,25.0,36.0,12.0,146.0,152.0,12.0
02001,248.0,34.0,25.0,169.0,735.0,231.0,385.0,665.0,7711.0,215.0,35.0,91.0,326.0,441.0,693.0,0.0,425.0,768.0,1154.0,320.0,2090.0,3891.0,403.0
02002,43.0,16.0,46.0,307.0,1091.0,476.0,767.0,1182.0,11354.0,294.0,73.0,141.0,710.0,794.0,890.0,1.0,612.0,1136.0,2164.0,351.0,3476.0,6758.0,550.0
02003,0.0,2.0,5.0,11.0,131.0,134.0,171.0,91.0,1374.0,59.0,6.0,23.0,88.0,61.0,72.0,0.0,62.0,134.0,165.0,47.0,365.0,657.0,155.0
02004,3.0,4.0,28.0,389.0,1589.0,841.0,1385.0,1747.0,20742.0,653.0,97.0,212.0,1077.0,1070.0,1885.0,3.0,1548.0,1817.0,3669.0,585.0,5384.0,10216.0,554.0
02005,9.0,0.0,6.0,19.0,115.0,121.0,152.0,75.0,1589.0,13.0,5.0,14.0,52.0,92.0,84.0,0.0,93.0,163.0,191.0,67.0,644.0,814.0,128.0
03001,254.0,1.0,11.0,10.0,204.0,41.0,79.0,104.0,1427.0,28.0,8.0,20.0,39.0,69.0,58.0,0.0,40.0,105.0,106.0,28.0,463.0,666.0,130.0
03002,232.0,12.0,13.0,12.0,252.0,36.0,57.0,54.0,963.0,42.0,9.0,21.0,21.0,61.0,42.0,0.0,29.0,73.0,82.0,30.0,359.0,399.0,127.0
03003,180.0,13.0,32.0,228.0,533.0,272.0,426.0,423.0,4155.0,204.0,32.0,73.0,261.0,367.0,486.0,0.0,245.0,414.0,723.0,229.0,1861.0,2427.0,335.0
03008,18.0,2.0,11.0,115.0,348.0,199.0,259.0,352.0,4793.0,230.0,27.0,51.0,249.0,436.0,377.0,0.0,341.0,373.0,498.0,184.0,1731.0,1938.0,211.0
03009,47.0,3.0,4.0,12.0,38.0,14.0,19.0,18.0,314.0,33.0,3.0,7.0,9.0,26.0,24.0,0.0,16.0,25.0,37.0,11.0,150.0,144.0,51.0
04001,117.0,0.0,6.0,2.0,865.0,32.0,71.0,46.0,1051.0,7.0,3.0,15.0,33.0,47.0,14.0,0.0,49.0,93.0,85.0,37.0,291.0,328.0,55.0
04002,183.0,5.0,26.0,288.0,566.0,152.0,300.0,374.0,5743.0,84.0,26.0,78.0,206.0,296.0,365.0,2.0,302.0,393.0,665.0,173.0,1882.0,2173.0,335.0
04003,355.0,28.0,21.0,135.0,305.0,104.0,320.0,324.0,4594.0,119.0,14.0,66.0,150.0,186.0,275.0,1.0,301.0,283.0,346.0,147.0,1684.0,1723.0,143.0
04004,177.0,2.0,4.0,4.0,168.0,18.0,52.0,52.0,1707.0,14.0,3.0,27.0,28.0,32.0,22.0,0.0,56.0,114.0,110.0,29.0,468.0,460.0,87.0
04005,0.0,0.0,2.0,0.0,100.0,9.0,17.0,18.0,573.0,1.0,4.0,10.0,18.0,12.0,10.0,0.0,25.0,45.0,34.0,11.0,145.0,124.0,52.0
04006,1.0,1.0,3.0,0.0,74.0,10.0,13.0,40.0,413.0,1.0,3.0,10.0,14.0,7.0,4.0,0.0,18.0,31.0,35.0,8.0,131.0,94.0,44.0
04007,49.0,0.0,2.0,0.0,22.0,3.0,4.0,8.0,117.0,3.0,3.0,5.0,1.0,2.0,2.0,0.0,3.0,10.0,10.0,4.0,56.0,42.0,34.0
