Key,112,114,115,211,212,213,221,222,236,237,238,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,431,432,433,434,435,436,437,461,462,463,464,465,466,467,468,469,481,482,483,484,485,486,487,488,491,492,493,511,512,515,517,518,519,521,522,523,524,531,532,533,541,551,561,562,611,621,622,623,624,711,712,713,721,722,811,812,813,931,932
01001,2.0,1.0,1.0,0.0,6.0,0.0,20.0,25.0,221.0,94.0,123.0,1030.0,150.0,11.0,141.0,356.0,30.0,221.0,36.0,264.0,1.0,32.0,57.0,91.0,7.0,772.0,46.0,9.0,11.0,42.0,285.0,161.0,361.0,84.0,109.0,691.0,366.0,30.0,0.0,6728.0,372.0,2520.0,684.0,2481.0,1378.0,1088.0,908.0,14.0,9.0,1.0,0.0,105.0,94.0,0.0,5.0,56.0,3.0,58.0,8.0,20.0,12.0,9.0,74.0,9.0,21.0,0.0,424.0,25.0,107.0,634.0,284.0,1.0,1367.0,2.0,1153.0,15.0,1088.0,1952.0,29.0,28.0,411.0,43.0,10.0,481.0,113.0,5676.0,3600.0,2588.0,500.0,360.0,0.0
01002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,24.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,185.0,2.0,42.0,15.0,39.0,22.0,16.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,13.0,0.0,21.0,14.0,2.0,1.0,6.0,1.0,2.0,8.0,1.0,102.0,46.0,28.0,13.0,11.0,0.0
01003,5.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0,2.0,0.0,92.0,10.0,0.0,10.0,14.0,6.0,14.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,25.0,0.0,0.0,1.0,1.0,14.0,8.0,10.0,0.0,1.0,26.0,3.0,0.0,0.0,407.0,16.0,195.0,28.0,90.0,65.0,65.0,43.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,17.0,5.0,1.0,11.0,7.0,0.0,37.0,0.0,42.0,0.0,39.0,49.0,4.0,2.0,13.0,7.0,0.0,34.0,12.0,265.0,141.0,92.0,24.0,28.0,0.0
01004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,91.0,6.0,22.0,5.0,25.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,8.0,0.0,11.0,10.0,0.0,0.0,5.0,2.0,0.0,6.0,1.0,43.0,19.0,10.0,5.0,14.0,0.0
01005,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,4.0,6.0,145.0,18.0,9.0,10.0,34.0,5.0,36.0,20.0,10.0,0.0,12.0,16.0,30.0,0.0,124.0,9.0,2.0,1.0,15.0,117.0,8.0,33.0,1.0,3.0,137.0,29.0,3.0,0.0,833.0,52.0,212.0,50.0,200.0,107.0,122.0,78.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,1.0,8.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,26.0,2.0,2.0,66.0,16.0,0.0,49.0,0.0,89.0,1.0,136.0,75.0,1.0,0.0,52.0,6.0,0.0,67.0,9.0,531.0,291.0,193.0,53.0,55.0,0.0
01006,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,60.0,9.0,0.0,3.0,9.0,0.0,12.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,1.0,29.0,5.0,0.0,0.0,374.0,12.0,132.0,23.0,110.0,50.0,34.0,25.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,13.0,3.0,1.0,30.0,12.0,0.0,20.0,0.0,40.0,0.0,44.0,53.0,2.0,1.0,20.0,4.0,1.0,26.0,6.0,228.0,145.0,81.0,22.0,32.0,0.0
01007,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,70.0,7.0,0.0,4.0,8.0,4.0,9.0,4.0,7.0,0.0,1.0,1.0,5.0,0.0,33.0,3.0,0.0,0.0,1.0,8.0,9.0,6.0,0.0,0.0,35.0,2.0,1.0,0.0,429.0,16.0,194.0,27.0,134.0,64.0,48.0,32.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,3.0,0.0,20.0,11.0,0.0,29.0,0.0,50.0,0.0,62.0,56.0,4.0,0.0,23.0,2.0,1.0,37.0,2.0,255.0,137.0,87.0,24.0,23.0,0.0
01008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,73.0,2.0,25.0,3.0,26.0,5.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,10.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,57.0,12.0,9.0,3.0,8.0,0.0
01009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,122.0,2.0,17.0,5.0,18.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,16.0,10.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,55.0,18.0,10.0,12.0,10.0,0.0
